tipo;estado;canal_entrada;fecha_entrada;fecha_contestacion;consejeria;unidad_descripcion;tema;subtema
Agradecimiento;Cancelada;PRESENCIAL;2024-09-25 00:00:00.0;;Consejería de Economía, Hacienda y Empleo;Dirección General del Servicio Público de Empleo;EMPLEO;OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
Agradecimiento;Cancelada;PRESENCIAL;2024-09-25 00:00:00.0;;Consejería de Economía, Hacienda y Empleo;Dirección General del Servicio Público de Empleo;EMPLEO;OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
Queja;Recepcionada por Unidad;INTERNET;2024-09-25 00:00:00.0;;Consejería de Vivienda, Transportes e Infraestructuras;Agencia de Vivienda Social;VIVIENDA;VIVIENDAS DEL IVIMA
Agradecimiento;Cancelada;PRESENCIAL;2024-09-25 00:00:00.0;;Consejería de Economía, Hacienda y Empleo;Dirección General del Servicio Público de Empleo;EMPLEO;OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
Agradecimiento;Cancelada;PRESENCIAL;2024-09-25 00:00:00.0;;Consejería de Economía, Hacienda y Empleo;Dirección General del Servicio Público de Empleo;EMPLEO;OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
Queja;Contestada al Ciudadano;INTERNET;2024-09-25 00:00:00.0;2024-10-08 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Igualdad;POLÍTICAS SOCIALES;MUJER
Queja;Contestada al Ciudadano;PRESENCIAL;2024-09-25 00:00:00.0;2024-10-03 00:00:00.0;Consejería de Economía, Hacienda y Empleo;Secretaría General Técnica;EMPLEO;OFICINAS DE EMPLEO DE LA COMUNIDAD DE MADRID
Queja;Contestada al Ciudadano;INTERNET;2024-09-25 00:00:00.0;2024-10-11 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección General de Educación Secundaria, Formación Profesional y Enseñanzas de Régimen Especial.;EDUCACIÓN;FORMACIÓN PROFESIONAL
Queja;Contestada al Ciudadano;INTERNET;2024-09-25 00:00:00.0;2024-10-08 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección General de Educación Concertada, Becas y Ayudas al Estudio;EDUCACIÓN;BECAS, AYUDAS Y SUBVENCIONES
Queja;Contestada al Ciudadano;INTERNET;2024-09-25 00:00:00.0;2024-10-04 00:00:00.0;Consejería de Sanidad;Dirección General de Salud Pública;SANIDAD;SALUD PÚBLICA
Sugerencia;Contestada al Ciudadano;INTERNET;2024-09-25 00:00:00.0;2024-09-30 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Patrimonio Cultural;CULTURA;BIBLIOTECAS
Queja;Contestada al Ciudadano;LLAMADAS 012;2024-09-25 00:00:00.0;2024-10-02 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;EMT Y AUTOBUSES URBANOS
Queja;Contestada al Ciudadano;LLAMADAS 012;2024-09-25 00:00:00.0;2024-10-16 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;AUTOBUSES INTERURBANOS
Queja;Contestada al Ciudadano;LLAMADAS 012;2024-09-25 00:00:00.0;2024-10-02 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Patrimonio Cultural;CULTURA;PATRIMONIO HISTÓRICO
Queja;Contestada al Ciudadano;LLAMADAS 012;2024-09-25 00:00:00.0;2024-10-02 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Atención a Personas con Discapacidad;POLÍTICAS SOCIALES;DISCAPACIDAD
Queja;Contestada al Ciudadano;LLAMADAS 012;2024-09-25 00:00:00.0;2024-10-02 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;EMT Y AUTOBUSES URBANOS
Queja;Contestada al Ciudadano;PRESENCIAL;2024-09-25 00:00:00.0;2024-10-17 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Promoción Cultural;CULTURA;CENTROS CULTURALES
Queja;Contestada al Ciudadano;PRESENCIAL;2024-09-25 00:00:00.0;2024-10-15 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Promoción Cultural;CULTURA;CENTROS CULTURALES
Queja;Contestada al Ciudadano;PRESENCIAL;2024-09-25 00:00:00.0;2025-02-04 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;MAYORES
Queja;Contestada al Ciudadano;PRESENCIAL;2024-09-25 00:00:00.0;2024-10-02 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Atención a Personas con Discapacidad;POLÍTICAS SOCIALES;DISCAPACIDAD
Queja;Enviada a Otra Administración;INTERNET;2024-09-25 00:00:00.0;;Consejería de Presidencia, Justicia y Administración Local;;URBANISMO;OTROS
Queja;Contestada al Ciudadano;PRESENCIAL;2024-09-25 00:00:00.0;2024-10-02 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Servicios Sociales e Integración;POLÍTICAS SOCIALES;PRESTACIONES SOCIALES Y PENSIONES NO CONTRIBUTIVAS
Queja;Contestada al Ciudadano;PRESENCIAL;2024-09-25 00:00:00.0;2024-10-11 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Servicios Sociales e Integración;POLÍTICAS SOCIALES;INFANCIA, ACOGIMIENTO Y ADOPCIÓN
Queja;Contestada al Ciudadano;PRESENCIAL;2024-09-25 00:00:00.0;2024-10-02 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Atención a Personas con Discapacidad;POLÍTICAS SOCIALES;DISCAPACIDAD
Queja;Contestada al Ciudadano;INTERNET;2024-09-25 00:00:00.0;2024-10-17 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;EMT Y AUTOBUSES URBANOS
Queja;Contestada al Ciudadano;INTERNET;2024-09-25 00:00:00.0;2024-10-03 00:00:00.0;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;OTROS
Queja;Contestada al Ciudadano;INTERNET;2024-09-25 00:00:00.0;2024-10-15 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;AUTOBUSES INTERURBANOS
Queja;Contestada al Ciudadano;INTERNET;2024-09-25 00:00:00.0;2024-10-16 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;AUTOBUSES INTERURBANOS
Queja;Contestada al Ciudadano;INTERNET;2024-09-25 00:00:00.0;2024-11-12 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-09-25 00:00:00.0;2024-12-13 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;DG de Atención al Mayor y a la Dependencia;POLÍTICAS SOCIALES;DEPENDENCIA
Queja;Contestada al Ciudadano;INTERNET;2024-09-25 00:00:00.0;2024-10-16 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;AUTOBUSES INTERURBANOS
Queja;Contestada al Ciudadano;INTERNET;2024-09-25 00:00:00.0;2024-10-01 00:00:00.0;Consejería de Familia, Juventud y Asuntos Sociales;Dirección General de Atención a Personas con Discapacidad;POLÍTICAS SOCIALES;DISCAPACIDAD
Queja;Enviada a Otra Administración;INTERNET;2024-09-25 00:00:00.0;;Consejería de Presidencia, Justicia y Administración Local;;ATENCIÓN AL CIUDADANO;OTROS
Queja;Contestada al Ciudadano;INTERNET;2024-09-25 00:00:00.0;2024-10-03 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid-Este;EDUCACIÓN;INFANTIL Y PRIMARIA
Queja;Contestada al Ciudadano;INTERNET;2024-09-25 00:00:00.0;2024-09-30 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid Capital;EDUCACIÓN;SECUNDARIA OBLIGATORIA Y BACHILLERATO
Queja;Contestada al Ciudadano;INTERNET;2024-09-25 00:00:00.0;2024-11-26 00:00:00.0;Consejería de Sanidad;Dirección General de Humanización, Atención y Seguridad al Paciente;SANIDAD;CITA SANITARIA
Queja;Contestada al Ciudadano;INTERNET;2024-09-25 00:00:00.0;2024-10-07 00:00:00.0;Consejería de Cultura, Turismo y Deporte;Dirección General de Deportes;DEPORTES;POLIDEPORTIVOS, PABELLONES Y PISCINAS
Queja;Contestada al Ciudadano;INTERNET;2024-09-25 00:00:00.0;2024-10-14 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;AUTOBUSES INTERURBANOS
Queja;Contestada al Ciudadano;INTERNET;2024-09-25 00:00:00.0;2024-10-23 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección General de Recursos Humanos;EDUCACIÓN;SECUNDARIA OBLIGATORIA Y BACHILLERATO
Sugerencia;Contestada al Ciudadano;INTERNET;2024-09-25 00:00:00.0;2024-10-14 00:00:00.0;Consejería de Medio Ambiente, Agricultura e Interior;DG DE BIODIVERSIDAD Y RECURSOS NATURALES;MEDIO AMBIENTE;ENTORNO NATURAL
Sugerencia;Contestada al Ciudadano;INTERNET;2024-09-25 00:00:00.0;2024-10-11 00:00:00.0;Consorcio Regional de Transportes;;TRANSPORTES;METRO LIGERO
Queja;Contestada al Ciudadano;INTERNET;2024-09-25 00:00:00.0;2024-10-15 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid -Oeste;EDUCACIÓN;DAT MADRID
Queja;Contestada al Ciudadano;INTERNET;2024-09-25 00:00:00.0;2024-10-15 00:00:00.0;Consejería de Educación, Universidades, Ciencia y Portavocía;Dirección del Área Territorial de Madrid -Oeste;EDUCACIÓN;DAT MADRID
Sugerencia;Contestada al Ciudadano;INTERNET;2024-09-25 00:00:00.0;2025-02-05 00:00:00.0;Consejería de Vivienda, Transportes e Infraestructuras;Dirección General de Carreteras;TRANSPORTES;OTROS
